OpenTime,CloseTime,Weekday,Direction,Entry,SL_orig,TP1,TP2,TP3,Lots,SL_Points,RR_TP1,RR_TP2,RR_TP3,BE_Buffer_Pct,TP1_ClosePct,TP2_ClosePct,Phase1Hit,Phase2Hit,ExitType,ClosePrice,PnL_USD,DayFiltered,RangeFiltered,MinSL_Filter,MaxSL_Filter,EntryWindowEnd,ValuePerPoint,LotsCalculated,RiskReal_USD,RangeHigh,RangeLow,SL_Final,BE_Activated,ConfirmOnClose
2025.01.02 00:00,,Thursday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.01.03 00:00,,Friday,,,,,,,,,,,,82.0,40,40,0,0,filtered_atr,,0,0,0,35,120,15
2025.01.06 00:00,,Monday,,,,,,,,,,,,82.0,40,40,0,0,filtered_atr,,0,0,0,35,120,15
2025.01.07 17:10,2025.01.07 22:39,Tuesday,sell,21382.89,21472.89,21292.89,21202.89,21112.89,0.01,90.0,1.0,2.0,3.0,82.0,0,0,0,0,tp3,21112.89,54.00,0,0,35,120,15,20.0000,0.0089,18.00,21600.44,21510.44,21472.89,0,1
2025.01.08 00:00,,Wednesday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.01.10 00:00,,Friday,,,,,,,,,,,,82.0,40,40,0,0,filtered_atr,,0,0,0,35,120,15
2025.01.13 17:00,2025.01.13 17:29,Monday,buy,20637.25,20556.88,20717.62,20797.99,20878.36,0.01,80.4,1.0,2.0,3.0,82.0,0,0,0,0,sl,20556.88,-16.07,0,0,35,120,15,20.0000,0.0100,16.07,20618.75,20538.38,20556.88,0,1
2025.01.14 00:00,,Tuesday,,,,,,,,,,,,82.0,40,40,0,0,filtered_atr,,0,0,0,35,120,15
2025.01.15 00:00,,Wednesday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.01.16 00:00,,Thursday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.01.17 00:00,,Friday,,,,,,,,,,,,82.0,40,40,0,0,filtered_atr,,0,0,0,35,120,15
1970.01.01 00:00,2025.01.21 01:00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.0,1.0,2.0,3.0,82.0,0,0,0,0,session,21531.88,5.77,0,0,35,120,15,0.0000,0.0000,0.00,0.00,0.00,0.00,0,0
2025.01.22 00:00,,Wednesday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.01.23 00:00,,Thursday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.01.27 00:00,,Monday,,,,,,,,,,,,82.0,40,40,0,0,filtered_atr,,0,0,0,35,120,15
2025.01.28 17:00,2025.01.28 20:19,Tuesday,buy,21158.77,21059.69,21257.85,21356.93,21456.01,0.01,99.1,1.0,2.0,3.0,82.0,0,0,0,0,tp3,21456.01,59.45,0,0,35,120,15,20.0000,0.0081,19.82,21133.37,21034.29,21059.69,0,1
2025.01.29 00:00,,Wednesday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.01.30 00:00,,Thursday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.01.31 17:00,2025.01.31 20:34,Friday,buy,21752.50,21682.62,21822.38,21892.26,21962.14,0.01,69.9,1.0,2.0,3.0,82.0,0,0,0,0,sl,21682.62,-13.98,0,0,35,120,15,20.0000,0.0114,13.98,21720.38,21650.50,21682.62,0,1
2025.02.03 00:00,,Monday,,,,,,,,,,,,82.0,40,40,0,0,filtered_atr,,0,0,0,35,120,15
1970.01.01 00:00,2025.02.05 01:00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.0,1.0,2.0,3.0,82.0,0,0,0,0,session,21476.70,4.55,0,0,35,120,15,0.0000,0.0000,0.00,0.00,0.00,0.00,0,0
2025.02.05 00:00,,Wednesday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.02.06 00:00,,Thursday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.02.07 17:05,2025.02.07 17:09,Friday,sell,21658.75,21699.13,21618.37,21577.99,21537.61,0.01,40.4,1.0,2.0,3.0,82.0,0,0,0,0,sl,21699.13,-8.08,0,0,35,120,15,20.0000,0.0198,8.08,21870.63,21830.25,21699.13,0,1
1970.01.01 00:00,2025.02.11 01:00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.0,1.0,2.0,3.0,82.0,0,0,0,0,session,21741.36,-0.88,0,0,35,120,15,0.0000,0.0000,0.00,0.00,0.00,0.00,0,0
2025.02.11 00:00,,Tuesday,,,,,,,,,,,,82.0,40,40,0,0,filtered_range,,0,0,1,35,120,15
2025.02.12 00:00,,Wednesday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.02.13 00:00,,Thursday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.02.14 17:15,2025.02.14 17:39,Friday,buy,22070.42,22031.79,22109.05,22147.68,22186.31,0.02,38.6,1.0,2.0,3.0,82.0,0,0,0,0,sl,22031.79,-15.45,0,0,35,120,15,20.0000,0.0207,15.45,22050.88,22012.25,22031.79,0,1
2025.02.17 00:00,,Monday,,,,,,,,,,,,82.0,40,40,0,0,filtered_range,,0,0,1,35,120,15
2025.02.19 00:00,,Wednesday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.02.20 00:00,,Thursday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.02.21 17:05,2025.02.21 19:54,Friday,sell,22025.13,22102.26,21948.00,21870.87,21793.74,0.01,77.1,1.0,2.0,3.0,82.0,0,0,0,0,tp3,21793.74,46.28,0,0,35,120,15,20.0000,0.0104,15.43,22107.88,22030.75,22102.26,0,1
2025.02.24 17:00,2025.02.24 19:19,Monday,sell,21501.63,21573.76,21429.50,21357.37,21285.24,0.01,72.1,1.0,2.0,3.0,82.0,0,0,0,0,sl,21573.76,-14.43,0,0,35,120,15,20.0000,0.0111,14.43,21679.38,21607.25,21573.76,0,1
1970.01.01 00:00,2025.02.26 01:00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.0,1.0,2.0,3.0,82.0,0,0,0,0,session,21132.87,13.08,0,0,35,120,15,0.0000,0.0000,0.00,0.00,0.00,0.00,0,0
2025.02.26 00:00,,Wednesday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.02.27 00:00,,Thursday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.02.28 00:00,,Friday,,,,,,,,,,,,82.0,40,40,0,0,filtered_atr,,0,0,0,35,120,15
2025.03.03 00:00,,Monday,,,,,,,,,,,,82.0,40,40,0,0,filtered_atr,,0,0,0,35,120,15
2025.03.04 00:00,,Tuesday,,,,,,,,,,,,82.0,40,40,0,0,filtered_atr,,0,0,0,35,120,15
2025.03.05 00:00,,Wednesday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.03.06 00:00,,Thursday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.03.07 00:00,,Friday,,,,,,,,,,,,82.0,40,40,0,0,filtered_atr,,0,0,0,35,120,15
2025.03.10 17:00,2025.03.10 20:04,Monday,sell,19762.38,19855.76,19669.00,19575.62,19482.24,0.01,93.4,1.0,2.0,3.0,82.0,0,0,0,0,tp3,19482.24,56.03,0,0,35,120,15,20.0000,0.0086,18.68,19872.13,19778.75,19855.76,0,1
2025.03.11 00:00,,Tuesday,,,,,,,,,,,,82.0,40,40,0,0,filtered_atr,,0,0,0,35,120,15
2025.03.12 00:00,,Wednesday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.03.13 00:00,,Thursday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.03.14 17:10,2025.03.14 17:49,Friday,sell,19485.00,19557.50,19412.50,19340.00,19267.50,0.01,72.5,1.0,2.0,3.0,82.0,0,0,0,0,sl,19557.50,-14.50,0,0,35,120,15,20.0000,0.0110,14.50,19588.00,19515.50,19557.50,0,1
2025.03.18 00:00,,Tuesday,,,,,,,,,,,,82.0,40,40,0,0,filtered_range,,0,0,1,35,120,15
2025.03.19 00:00,,Wednesday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
2025.03.20 00:00,,Thursday,,,,,,,,,,,,82.0,40,40,0,0,filtered_day,,0,1,0,35,120,15
1970.01.01 00:00,2025.03.24 01:00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.0,1.0,2.0,3.0,82.0,0,0,0,0,tp3,19844.21,65.62,0,0,35,120,15,0.0000,0.0000,0.00,0.00,0.00,0.00,0,0
